@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute aX numeric
@attribute aY numeric
@attribute aZ numeric
@attribute gX numeric
@attribute gY numeric
@attribute gZ numeric
@attribute pitch numeric
@attribute roll numeric
@attribute yaw numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
806,'2021/03/11 22:00:47:251',22,-0.042455,0.010498,-0.014466,0.778602,0.071936,-1.323449,0.758334,-0.38333,-0.196076,0.56,?
807,'2021/03/11 22:00:47:284',22,-0.014093,-0.004321,0.030036,0.544125,-0.03283,-0.997598,0.790263,-0.357181,-0.229945,0.56,?
808,'2021/03/11 22:00:47:313',22,-0.021153,0.015567,0.014301,0.405972,-0.16248,-0.810514,0.812178,-0.339364,-0.254087,0.56,?
809,'2021/03/11 22:00:47:345',22,0.004592,0.046213,0.033142,0.38446,-0.007859,-0.844286,0.834955,-0.316689,-0.282543,0.56,?
810,'2021/03/11 22:00:47:376',22,0.012139,-0.014019,0.03287,0.258272,-0.035384,-0.684918,0.85179,-0.29553,-0.308718,0.56,?
811,'2021/03/11 22:00:47:407',22,0.029172,-0.030229,0.024756,-0.014563,-0.174789,-0.230823,0.859952,-0.283183,-0.322083,0.56,?
812,'2021/03/11 22:00:47:438',22,0.055396,-0.078732,0.046103,-0.429595,-0.205643,0.44748,0.8526,-0.291086,-0.31706,0.56,?
813,'2021/03/11 22:00:47:470',22,0.074153,-0.041837,0.036102,-0.734175,-0.247636,0.974129,0.829053,-0.31478,-0.286908,0.56,?
814,'2021/03/11 22:00:47:501',22,0.078668,0.007564,0.023725,-0.870961,-0.281338,1.297974,0.787943,-0.354492,-0.237813,0.56,?
815,'2021/03/11 22:00:47:534',22,0.083506,0.016565,0.041076,-0.847235,-0.252161,1.321577,0.749098,-0.38981,-0.196136,0.56,?
816,'2021/03/11 22:00:47:563',22,0.064228,0.034076,0.032982,-0.767644,-0.114259,1.057554,0.712046,-0.416829,-0.159345,0.56,?
817,'2021/03/11 22:00:47:598',22,0.043196,0.03197,0.002668,-0.670334,-0.026432,0.780678,0.680993,-0.432392,-0.136648,0.56,?
818,'2021/03/11 22:00:47:626',22,0.021259,-0.034054,-0.00969,-0.677361,0.006304,0.768485,0.653219,-0.44203,-0.118488,0.56,?
819,'2021/03/11 22:00:47:657',22,-0.00558,-0.02546,-0.028269,-0.636737,-0.050905,0.693855,0.619752,-0.453456,-0.10032,0.56,?
820,'2021/03/11 22:00:47:693',22,-0.065343,0.015933,-0.025808,-0.419034,0.047803,0.417616,0.597539,-0.458899,-0.090141,0.56,?
821,'2021/03/11 22:00:47:719',22,-0.077486,0.040361,-0.07319,-0.152026,0.029228,0.006833,0.586687,-0.459151,-0.087565,0.56,?
822,'2021/03/11 22:00:47:749',22,-0.0775,0.041718,-0.061833,0.125118,-0.000073,-0.393561,0.589492,-0.455128,-0.094569,0.56,?
823,'2021/03/11 22:00:47:782',22,-0.0299,0.02471,-0.003802,0.205245,0.13997,-0.559669,0.60122,-0.44598,-0.108686,0.56,?
824,'2021/03/11 22:00:47:814',22,-0.01439,-0.005672,-0.008276,0.117363,0.088229,-0.540271,0.61492,-0.430687,-0.127896,0.56,?
825,'2021/03/11 22:00:47:845',22,-0.034577,0.018617,-0.007114,0.055388,0.009707,-0.586105,0.623893,-0.420192,-0.145129,0.56,?
826,'2021/03/11 22:00:47:876',22,-0.031792,0.035729,0.019315,0.129405,0.198629,-0.678673,0.634281,-0.405279,-0.165794,0.56,?
827,'2021/03/11 22:00:47:907',22,-0.040203,-0.005944,-0.095704,0.139282,-0.021332,-0.414806,0.644643,-0.389164,-0.183846,0.56,?
828,'2021/03/11 22:00:47:940',22,0.003924,-0.0612,-0.02934,0.045498,-0.250651,-0.027291,0.649343,-0.390373,-0.189325,0.56,?
829,'2021/03/11 22:00:47:970',22,0.036945,-0.05034,-0.010082,0.147173,-0.147666,0.108483,0.651466,-0.400043,-0.185039,0.56,?
830,'2021/03/11 22:00:48:000',22,0.074897,-0.14066,-0.005639,0.063379,-0.240018,0.48493,0.652075,-0.411738,-0.173292,0.56,?
831,'2021/03/11 22:00:48:034',22,0.107044,-0.202256,0.019763,-0.279446,-0.345106,0.993665,0.639793,-0.436299,-0.148045,0.56,?
832,'2021/03/11 22:00:48:063',22,0.135214,-0.144217,0.055656,-0.372048,-0.173853,1.02937,0.616085,-0.461334,-0.117584,0.56,?
833,'2021/03/11 22:00:48:095',22,0.102341,-0.059132,0.06965,-0.225051,0.011885,0.845563,0.594839,-0.477922,-0.090318,0.56,?
834,'2021/03/11 22:00:48:125',22,0.058024,0.004826,0.012033,0.008726,0.050874,0.572199,0.579325,-0.491039,-0.063583,0.56,?
835,'2021/03/11 22:00:48:158',22,0.027338,0.051236,0.014163,0.241823,0.14744,0.085545,0.57784,-0.4954,-0.049838,0.56,?
836,'2021/03/11 22:00:48:191',22,-0.021865,0.120694,-0.02849,0.557383,0.231533,-0.467485,0.590957,-0.490121,-0.048196,0.56,?
837,'2021/03/11 22:00:48:220',22,-0.052041,0.113925,-0.086152,0.826658,0.212781,-0.91604,0.619597,-0.476681,-0.058458,0.56,?
838,'2021/03/11 22:00:48:258',22,-0.027781,0.122817,-0.029914,0.86107,0.293,-1.166711,0.65735,-0.456425,-0.079336,0.56,?
839,'2021/03/11 22:00:48:282',22,-0.033769,0.110256,-0.015395,0.774833,0.262668,-1.234095,0.702182,-0.425603,-0.112042,0.56,?
840,'2021/03/11 22:00:48:317',22,-0.051357,0.035197,-0.039414,0.61842,0.060927,-1.012321,0.73566,-0.400589,-0.141985,0.56,?
841,'2021/03/11 22:00:48:345',22,-0.024133,0.004344,-0.004185,0.381887,-0.068818,-0.660185,0.759065,-0.383988,-0.16442,0.56,?
842,'2021/03/11 22:00:48:378',22,-0.002368,0.049227,0.01521,0.275862,-0.062128,-0.554064,0.774627,-0.375104,-0.181757,0.56,?
843,'2021/03/11 22:00:48:428',22,0.022651,0.01568,0.025929,0.26363,-0.037813,-0.483938,0.787854,-0.3643,-0.196645,0.56,?
844,'2021/03/11 22:00:48:444',22,0.048365,-0.018962,0.029767,0.157568,-0.013019,-0.342826,0.800102,-0.354056,-0.210498,0.56,?
845,'2021/03/11 22:00:48:470',22,0.041555,-0.022079,0.027902,0.134684,-0.004055,-0.319783,0.807396,-0.346302,-0.220566,0.56,?
846,'2021/03/11 22:00:48:500',22,0.031304,-0.025883,0.016159,0.050591,0.024587,-0.295481,0.813589,-0.337485,-0.231073,0.56,?
847,'2021/03/11 22:00:48:532',22,0.017688,-0.067947,0.034785,-0.112467,0.097341,-0.157225,0.815151,-0.328779,-0.240627,0.56,?
848,'2021/03/11 22:00:48:564',22,0.004286,-0.132783,-0.000786,-0.31939,0.078564,0.200532,0.809536,-0.322626,-0.243908,0.56,?
849,'2021/03/11 22:00:48:595',22,-0.016987,-0.113126,-0.007939,-0.478601,0.092076,0.890729,0.789186,-0.334544,-0.223366,0.56,?
850,'2021/03/11 22:00:48:626',22,-0.01787,-0.118962,-0.048817,-0.440355,0.093133,0.845749,0.766791,-0.353697,-0.192108,0.56,?
851,'2021/03/11 22:00:48:657',22,0.022878,-0.039628,-0.144589,-0.842416,0.026193,0.254157,0.743245,-0.356884,-0.180301,0.56,?
852,'2021/03/11 22:00:48:688',22,0.039849,0.0101,-0.060489,-1.106486,0.070283,-0.038174,0.713655,-0.347878,-0.190874,0.56,?
853,'2021/03/11 22:00:48:724',22,-0.00352,-0.086611,-0.12369,-0.757095,-0.024301,0.010977,0.685315,-0.336186,-0.203708,0.56,?
854,'2021/03/11 22:00:48:750',22,-0.05165,0.015859,0.052573,0.094599,-0.133777,0.633724,0.671605,-0.344348,-0.19147,0.56,?
855,'2021/03/11 22:00:48:782',22,0.054539,0.083519,-0.002531,0.013627,-0.275206,0.898438,0.667017,-0.369954,-0.15959,0.56,?
856,'2021/03/11 22:00:48:817',22,0.102654,0.156593,0.068108,-0.491676,-0.053308,0.7509,0.650363,-0.391592,-0.130298,0.56,?
857,'2021/03/11 22:00:48:850',22,0.071933,0.077301,0.045456,-0.460233,0.077159,0.441618,0.628355,-0.398257,-0.115713,0.56,?
858,'2021/03/11 22:00:48:875',22,0.011064,0.026991,0.018292,0.04049,-0.112418,0.13314,0.61901,-0.402819,-0.106736,0.56,?
859,'2021/03/11 22:00:48:907',22,0.007295,0.026809,0.067491,0.347926,-0.056385,-0.117298,0.626676,-0.409071,-0.101625,0.56,?
860,'2021/03/11 22:00:48:939',22,0.004664,0.011586,0.030712,0.325577,0.035368,-0.224659,0.638526,-0.409075,-0.102393,0.56,?
861,'2021/03/11 22:00:48:971',22,-0.007768,0.00565,0.027743,0.229337,0.152456,-0.28804,0.649287,-0.403311,-0.107602,0.56,?
862,'2021/03/11 22:00:49:001',22,-0.021486,-0.021414,0.002096,0.153818,0.218944,-0.164086,0.657306,-0.393928,-0.113422,0.56,?
863,'2021/03/11 22:00:49:034',22,-0.034944,-0.038573,-0.033018,0.123788,0.127943,-0.013595,0.662065,-0.388432,-0.115388,0.56,?
864,'2021/03/11 22:00:49:064',22,0.006234,-0.008502,-0.019396,0.021149,0.176173,0.0205,0.664907,-0.384374,-0.115025,0.56,?
865,'2021/03/11 22:00:49:095',22,0.016641,-0.000594,-0.029521,-0.086036,0.118799,-0.028081,0.663517,-0.378946,-0.116372,0.56,?
866,'2021/03/11 22:00:49:126',22,0.019154,-0.008257,-0.010039,0.022455,0.089939,-0.109378,0.663106,-0.374981,-0.120797,0.56,?
867,'2021/03/11 22:00:49:157',22,0.013244,-0.006844,-0.013039,0.152753,0.070103,-0.150086,0.667094,-0.369992,-0.125267,0.56,?
868,'2021/03/11 22:00:49:188',22,0.007343,-0.013025,-0.021169,0.205905,0.054667,-0.159627,0.673557,-0.365732,-0.130661,0.56,?
869,'2021/03/11 22:00:49:220',22,-0.003118,-0.015755,-0.019656,0.131704,0.076527,-0.116878,0.680783,-0.360074,-0.136859,0.56,?
870,'2021/03/11 22:00:49:251',22,-0.013008,-0.021968,-0.023692,0.060029,0.026909,0.032612,0.683414,-0.357933,-0.138569,0.56,?
871,'2021/03/11 22:00:49:282',22,0.001988,-0.001808,-0.015999,0.003139,0.010061,0.084975,0.683181,-0.359496,-0.137986,0.56,?
872,'2021/03/11 22:00:49:313',22,0.009236,0.017167,-0.00598,0.005178,0.060773,0.045929,0.682465,-0.359781,-0.137067,0.56,?
873,'2021/03/11 22:00:49:344',22,0.000488,0.021372,-0.034236,0.033178,0.001622,0.000734,0.682732,-0.359247,-0.138747,0.56,?
874,'2021/03/11 22:00:49:377',22,-0.007508,0.010392,-0.012562,0.062608,0.002271,-0.045041,0.684255,-0.358492,-0.142433,0.56,?
875,'2021/03/11 22:00:49:406',22,-0.004722,0.00351,-0.007086,0.019099,0.003988,-0.049155,0.68526,-0.357319,-0.145386,0.56,?
876,'2021/03/11 22:00:49:443',22,-0.000548,0.005533,0.00833,-0.057399,0.006036,-0.046625,0.684128,-0.355661,-0.150375,0.56,?
877,'2021/03/11 22:00:49:470',22,-0.006571,-0.016023,0.015921,-0.060291,0.028664,-0.033556,0.682304,-0.353524,-0.154488,0.56,?
878,'2021/03/11 22:00:49:501',22,-0.009785,-0.014621,0.008445,-0.010159,0.011024,0.091698,0.680887,-0.353631,-0.156506,0.56,?
879,'2021/03/11 22:00:49:536',22,0.023478,-0.004597,-0.010281,-0.069036,0.033231,0.074018,0.678787,-0.355741,-0.15526,0.56,?
880,'2021/03/11 22:00:49:563',22,0.010531,-0.009846,-0.020323,-0.106067,-0.013504,-0.01909,0.676496,-0.355422,-0.157256,0.56,?
881,'2021/03/11 22:00:49:594',22,-0.002283,-0.013633,0.002093,-0.055997,0.018782,0.003094,0.674712,-0.355,-0.162522,0.56,?
882,'2021/03/11 22:00:49:625',22,-0.005672,-0.019631,-0.004595,-0.027721,0.053902,-0.010214,0.673637,-0.352891,-0.165406,0.56,?
883,'2021/03/11 22:00:49:657',22,-0.011695,-0.021365,-0.014235,0.017887,0.045854,-0.077109,0.673859,-0.349613,-0.171696,0.56,?
884,'2021/03/11 22:00:49:689',22,-0.014488,-0.019053,-0.009313,0.033293,0.016823,-0.060146,0.676586,-0.347348,-0.178437,0.56,?
885,'2021/03/11 22:00:49:719',22,-0.006785,-0.027488,-0.014344,-0.019908,-0.002473,-0.017267,0.677451,-0.346679,-0.181584,0.56,?
886,'2021/03/11 22:00:49:751',22,-0.000686,-0.020616,-0.003656,-0.047148,0.014088,0.01668,0.676381,-0.346551,-0.185763,0.56,?
887,'2021/03/11 22:00:49:784',22,0.002006,-0.010656,-0.00114,-0.009214,0.017974,0.014306,0.675477,-0.346609,-0.187034,0.56,?
888,'2021/03/11 22:00:49:814',22,0.005625,0.002949,-0.004738,0.033049,0.007267,-0.023558,0.67629,-0.346578,-0.190512,0.56,?
889,'2021/03/11 22:00:49:851',22,-0.002144,-0.01089,-0.013915,0.046476,0.001475,-0.01039,0.678504,-0.346281,-0.194766,0.56,?
890,'2021/03/11 22:00:49:876',22,0.002471,-0.002701,-0.012558,0.034388,0.020099,0.037914,0.679635,-0.346703,-0.195406,0.56,?
891,'2021/03/11 22:00:49:907',22,0.012943,-0.00334,-0.022774,0.000579,-0.004047,0.014507,0.679598,-0.346699,-0.197692,0.56,?
892,'2021/03/11 22:00:49:943',22,0.019443,0.005903,-0.008905,-0.017853,0.00156,0.051613,0.679005,-0.347339,-0.198318,0.56,?
893,'2021/03/11 22:00:49:969',22,0.029275,-0.000697,-0.007325,-0.018643,0.052807,0.05154,0.677838,-0.347485,-0.200015,0.56,?
894,'2021/03/11 22:00:50:003',22,0.022795,-0.005806,-0.021372,-0.023116,-0.00914,0.082609,0.676315,-0.347277,-0.201556,0.56,?
895,'2021/03/11 22:00:53:751',23,0.076838,-0.079824,0.000494,0.080415,0.393008,0.173612,1.076987,0.396642,-1.458051,1,?
896,'2021/03/11 22:00:53:784',23,0.027654,-0.09303,0.043741,0.184177,0.446605,0.106928,1.082441,0.405476,-1.454417,1,?
897,'2021/03/11 22:00:53:813',23,0.016538,-0.09328,0.052062,0.250118,0.555355,0.165197,1.089863,0.417938,-1.452453,1,?
898,'2021/03/11 22:00:53:853',23,-0.024614,-0.055175,0.001818,0.340219,0.553807,0.238993,1.100637,0.432236,-1.448237,1,?
899,'2021/03/11 22:00:53:876',23,-0.041744,-0.003062,-0.023824,0.258437,0.454512,0.331462,1.11292,0.439822,-1.439877,1,?
900,'2021/03/11 22:00:53:907',23,-0.05019,0.034588,-0.063507,0.091737,0.208882,0.53937,1.124566,0.428514,-1.415912,1,?
901,'2021/03/11 22:00:53:939',23,-0.043413,0.096929,-0.040531,-0.003507,0.099107,0.715127,1.133438,0.39663,-1.375189,1,?
902,'2021/03/11 22:00:53:970',23,-0.011918,0.139059,-0.014826,0.022965,0.133874,0.660475,1.141286,0.356565,-1.327936,1,?
903,'2021/03/11 22:00:54:000',23,-0.025281,0.153218,-0.021002,0.212599,-0.161518,0.452564,1.149715,0.324499,-1.292078,1,?
904,'2021/03/11 22:00:54:033',23,-0.013941,0.191271,0.058337,0.471217,-0.182932,0.34326,1.163472,0.300212,-1.271809,1,?
905,'2021/03/11 22:00:54:063',23,-0.000846,0.211955,0.027204,0.548105,-0.407715,0.16259,1.184176,0.28246,-1.264919,1,?
906,'2021/03/11 22:00:54:095',23,0.061931,0.124057,0.05426,0.549167,0.037069,0.222097,1.201395,0.27394,-1.260419,1,?
907,'2021/03/11 22:00:54:126',23,0.00513,0.085106,-0.001453,0.674628,0.160378,0.022584,1.220297,0.279631,-1.263978,1,?
908,'2021/03/11 22:00:54:158',23,-0.074773,0.099253,-0.045757,0.652197,0.04358,-0.144053,1.239611,0.307514,-1.290045,1,?
909,'2021/03/11 22:00:54:189',23,-0.121866,0.099344,0.028017,0.225335,0.181896,-0.014087,1.25053,0.336768,-1.317548,1,?
910,'2021/03/11 22:00:54:219',23,-0.070832,0.166195,-0.037222,-0.371443,0.225039,0.298141,1.250343,0.323076,-1.294006,1,?
911,'2021/03/11 22:00:54:253',23,-0.064643,0.250075,-0.031132,-0.696536,0.158953,0.338576,1.237705,0.285816,-1.248937,1,?
912,'2021/03/11 22:00:54:282',23,-0.06004,0.30271,-0.019894,-0.978818,0.212584,0.242741,1.215875,0.247788,-1.203204,1,?
913,'2021/03/11 22:00:54:314',23,-0.055919,0.344067,-0.037056,-1.249035,0.214765,-0.028453,1.183613,0.223544,-1.170819,1,?
914,'2021/03/11 22:00:54:356',23,-0.051129,0.282238,-0.090531,-1.024449,-0.067215,-0.279254,1.146535,0.217016,-1.164207,1,?
915,'2021/03/11 22:00:54:376',23,0.062401,-0.032359,0.028888,0.576154,0.07593,-0.505634,1.127638,0.240576,-1.189506,1,?
916,'2021/03/11 22:00:54:407',23,-0.053239,-0.191384,-0.148039,1.85337,-0.650151,-0.133072,1.17024,0.275602,-1.241464,1,?
917,'2021/03/11 22:00:54:439',23,0.095952,-0.128871,-0.141347,1.663613,0.1046,-0.221533,1.213727,0.302068,-1.284027,1,?
918,'2021/03/11 22:00:54:470',23,0.198804,-0.233757,-0.131679,1.554622,-0.242059,-0.424961,1.260014,0.368287,-1.356889,1,?
919,'2021/03/11 22:00:54:503',23,0.133075,-0.325437,-0.123027,1.330381,-0.917265,-0.83094,1.290657,0.471825,-1.483196,1,?
920,'2021/03/11 22:00:54:533',23,0.159555,-0.178789,0.009898,1.140235,-1.093299,-1.110063,1.310829,0.613833,-1.672527,1,?
921,'2021/03/11 22:00:54:565',23,0.413228,-0.181286,0.175941,0.718645,-0.355322,-1.435349,1.306551,0.778922,-1.864707,1,?
922,'2021/03/11 22:00:54:597',23,0.556464,-0.180839,0.356254,-0.477965,-0.066019,-0.342308,1.288695,0.869533,-1.96965,1,?
923,'2021/03/11 22:00:54:627',23,0.615979,-0.068366,0.380467,-1.977925,-0.452365,1.372265,1.272433,0.723068,-1.822957,1,?
924,'2021/03/11 22:00:54:658',23,0.508028,0.022931,0.325344,-1.891599,-0.295673,1.962776,1.252096,0.473882,-1.573845,1,?
925,'2021/03/11 22:00:54:689',23,0.364098,-0.035949,-0.041038,-2.034788,-0.581797,2.593506,1.211322,0.177403,-1.276996,1,?
926,'2021/03/11 22:00:54:720',23,0.241017,0.056899,-0.128628,-1.634417,-0.707226,2.538175,1.159516,-0.050145,-1.050266,1,?
927,'2021/03/11 22:00:54:756',23,0.084564,0.199589,-0.001547,-0.604293,0.367965,1.299524,1.117843,-0.178846,-0.918651,1,?
928,'2021/03/11 22:00:54:783',23,-0.261428,0.19138,-0.191487,0.263753,1.337236,-0.249442,1.109443,-0.176519,-0.886951,1,?
929,'2021/03/11 22:00:54:814',23,-0.548808,0.126496,-0.204882,0.920067,1.153407,-1.616568,1.13102,-0.086064,-0.94642,1,?
930,'2021/03/11 22:00:54:845',23,-0.526628,0.287076,-0.06956,1.697054,1.332432,-2.910417,1.176722,0.146216,-1.152946,1,?
931,'2021/03/11 22:00:54:876',23,-0.614708,0.209535,-0.099423,1.55215,1.386375,-3.063401,1.197816,0.444205,-1.427528,1,?
932,'2021/03/11 22:00:54:910',23,-0.535982,0.092125,-0.233767,1.046783,1.131595,-2.865918,1.181384,0.725432,-1.688981,1,?
933,'2021/03/11 22:00:54:938',23,-0.467442,0.187403,-0.215815,0.5359,0.515396,-2.311078,1.139213,0.916179,-1.869048,1,?
934,'2021/03/11 22:00:54:978',23,-0.444421,0.20582,-0.087934,0.349479,-0.108329,-1.371216,1.099779,1.007349,-1.96585,1,?
935,'2021/03/11 22:00:55:001',23,-0.204445,-0.037258,-0.110797,-0.13116,-0.395105,-0.45353,1.078102,1.036642,-2.0079,1,?
936,'2021/03/11 22:00:55:037',23,-0.153017,0.011604,-0.153951,-0.050432,-0.660561,-0.692168,1.061056,1.032747,-2.01812,1,?
937,'2021/03/11 22:00:55:072',23,-0.022521,-0.054401,-0.004768,0.263311,-0.773735,-0.585506,1.046037,1.032164,-2.044976,1,?
938,'2021/03/11 22:00:55:095',23,0.15652,-0.080272,0.024323,0.196887,-0.638799,-0.649226,1.034145,1.03686,-2.075109,1,?
939,'2021/03/11 22:00:55:126',23,0.176963,-0.108417,0.028405,0.289063,-0.384117,-0.741619,1.018893,1.04918,-2.107434,1,?
940,'2021/03/11 22:00:55:157',23,0.179565,-0.185897,0.005931,0.23791,-0.336518,-0.571418,1.00307,1.071579,-2.14759,1,?
941,'2021/03/11 22:00:55:188',23,0.195627,-0.193877,0.037877,-0.03331,-0.340251,-0.171235,0.994418,1.075261,-2.163136,1,?
942,'2021/03/11 22:00:55:220',23,0.135323,-0.201591,0.058515,-0.17905,-0.27138,0.192103,0.993701,1.061065,-2.157403,1,?
943,'2021/03/11 22:00:55:252',23,0.074023,-0.114668,-0.001948,-0.326447,-0.355843,0.324697,0.997112,1.035107,-2.137182,1,?
944,'2021/03/11 22:00:55:283',23,0.055948,-0.035782,0.028786,-0.47199,-0.370753,0.42324,1.000348,0.999724,-2.108398,1,?
945,'2021/03/11 22:00:55:314',23,-0.042534,0.013112,0.003133,-0.422191,-0.342417,0.459127,1.004496,0.951127,-2.065513,1,?
946,'2021/03/11 22:00:55:345',23,-0.03567,0.032455,-0.065589,-0.29428,-0.423867,0.461769,1.008997,0.912982,-2.033467,1,?
947,'2021/03/11 22:00:55:380',23,0.002099,0.067034,-0.003416,-0.199834,-0.377436,0.537311,1.01629,0.876783,-2.005385,1,?
948,'2021/03/11 22:00:55:407',23,0.082919,0.064606,0.076846,-0.271267,-0.165886,0.656589,1.025101,0.842007,-1.974075,1,?
949,'2021/03/11 22:00:55:438',23,0.111366,0.079858,0.077356,-0.375414,-0.138833,0.854168,1.035198,0.799371,-1.929351,1,?
950,'2021/03/11 22:00:55:473',23,0.133121,0.135485,0.052529,-0.446097,-0.154588,0.87197,1.047299,0.738249,-1.865643,1,?
951,'2021/03/11 22:00:55:500',23,0.167815,0.127034,0.092731,-0.612517,0.041032,0.606258,1.049475,0.689578,-1.81175,1,?
952,'2021/03/11 22:00:55:532',23,0.11325,0.018348,0.052075,-0.527743,0.056273,0.647154,1.04685,0.645501,-1.759484,1,?
953,'2021/03/11 22:00:55:562',23,0.039959,-0.056026,0.035753,-0.232032,0.161577,0.432313,1.047609,0.612606,-1.717446,1,?
954,'2021/03/11 22:00:55:594',23,-0.004241,-0.101586,-0.015179,0.013572,0.359181,-0.059014,1.04847,0.608492,-1.704088,1,?
955,'2021/03/11 22:00:55:632',23,-0.039029,-0.143252,-0.071243,0.212974,0.182463,-0.2211,1.04796,0.632508,-1.720602,1,?
956,'2021/03/11 22:00:55:662',23,-0.113995,-0.042015,-0.058138,0.17879,0.169403,-0.191344,1.050001,0.652752,-1.737808,1,?
957,'2021/03/11 22:00:55:689',23,-0.242875,0.007574,-0.053962,-0.026168,0.172042,-0.455173,1.04566,0.673867,-1.755956,1,?
958,'2021/03/11 22:00:55:721',23,-0.251364,-0.04899,-0.057563,0.039588,0.022393,-0.328844,1.036809,0.694133,-1.77581,1,?
959,'2021/03/11 22:00:55:751',23,-0.228199,0.000926,-0.110366,0.232836,-0.216165,0.027996,1.037628,0.699513,-1.785889,1,?
960,'2021/03/11 22:00:55:782',23,-0.186316,0.147646,-0.072195,0.602273,-0.116643,-0.566644,1.043858,0.715843,-1.81396,1,?
961,'2021/03/11 22:00:55:813',23,-0.073177,0.189991,-0.062236,0.751297,-0.251144,-1.100462,1.041893,0.773947,-1.883544,1,?
962,'2021/03/11 22:00:55:844',23,0.009201,0.078863,0.039858,0.859115,-0.20455,-1.510636,1.030338,0.842736,-1.972521,1,?
963,'2021/03/11 22:00:55:882',23,0.068262,0.037016,0.034936,0.749046,-0.167876,-1.563977,1.00951,0.916802,-2.066701,1,?
964,'2021/03/11 22:00:55:907',23,0.036774,0.017884,0.01774,0.513681,-0.108351,-1.551833,0.982843,0.978385,-2.145083,1,?
965,'2021/03/11 22:00:55:939',23,0.040551,-0.096793,0.022479,0.415187,-0.218172,-1.315386,0.946377,1.034063,-2.219598,1,?
966,'2021/03/11 22:00:55:969',23,0.077436,-0.123081,0.069146,0.361606,-0.19251,-0.599146,0.927243,1.060175,-2.26096,1,?
967,'2021/03/11 22:00:56:000',23,-0.018087,-0.033738,-0.028576,0.240309,-0.270278,-0.16225,0.922559,1.071843,-2.283504,1,?
968,'2021/03/11 22:00:56:039',23,0.04499,0.015132,-0.025405,-0.008075,-0.347255,-0.212677,0.920029,1.069386,-2.292429,1,?
969,'2021/03/11 22:00:56:062',23,0.069752,0.029498,0.062816,-0.075475,-0.216132,-0.321968,0.912073,1.063125,-2.296077,1,?
970,'2021/03/11 22:00:56:102',23,-0.014708,0.036121,0.00751,-0.024546,-0.135405,-0.598994,0.897405,1.065279,-2.305752,1,?
971,'2021/03/11 22:00:56:126',23,0.020533,0.002224,-0.030136,0.080711,-0.057941,-0.815187,0.87791,1.07576,-2.324052,1,?
972,'2021/03/11 22:00:56:158',23,0.06999,-0.098135,0.054238,0.164952,-0.015198,-0.410969,0.862662,1.089848,-2.343361,1,?
973,'2021/03/11 22:00:56:192',23,0.043877,-0.028702,-0.013436,0.079544,0.042352,-0.40055,0.855218,1.099686,-2.356219,1,?
974,'2021/03/11 22:00:56:219',23,0.07475,-0.003782,-0.043107,-0.013755,0.018219,-0.492883,0.842065,1.10913,-2.366927,1,?
975,'2021/03/11 22:00:56:251',23,0.069409,-0.036881,0.050552,0.101779,-0.002229,-0.171246,0.832942,1.115399,-2.376147,1,?
976,'2021/03/11 22:00:56:282',23,0.06289,0.026871,0.007137,0.036589,0.01175,-0.313839,0.82817,1.120913,-2.383719,1,?
977,'2021/03/11 22:00:56:314',23,0.092108,0.011785,0.04214,-0.022312,0.116377,-0.408217,0.817275,1.128297,-2.391303,1,?
978,'2021/03/11 22:00:56:350',23,0.081827,-0.024554,0.008427,-0.004588,0.071328,-0.148823,0.809225,1.134661,-2.396041,1,?
979,'2021/03/11 22:00:56:376',23,0.102961,-0.124377,0.003294,0.020745,0.013451,-0.082442,0.806729,1.136689,-2.397732,1,?
980,'2021/03/11 22:00:56:408',23,0.168595,-0.181417,0.011156,0.015038,-0.116835,0.211114,0.808072,1.135447,-2.398282,1,?
981,'2021/03/11 22:00:56:440',23,0.20518,-0.137758,0.025708,-0.070017,-0.075472,0.672965,0.819699,1.125875,-2.389582,1,?
982,'2021/03/11 22:00:56:470',23,0.162355,0.026802,0.053862,-0.278834,0.010768,0.978251,0.840973,1.107744,-2.366052,1,?
983,'2021/03/11 22:00:56:501',23,0.067822,0.192549,0.016229,-0.494921,-0.007023,0.920835,0.861075,1.080966,-2.329472,1,?
984,'2021/03/11 22:00:56:533',23,-0.031138,0.251482,0.052541,-0.506158,-0.009351,0.867543,0.877608,1.048636,-2.288309,1,?
985,'2021/03/11 22:00:56:563',23,-0.081075,0.232788,0.060867,-0.473081,0.078049,0.719311,0.89274,1.012913,-2.241275,1,?
986,'2021/03/11 22:00:56:599',23,-0.138797,0.224244,-0.001181,-0.253449,0.023424,0.669679,0.903689,0.98905,-2.208141,1,?
987,'2021/03/11 22:00:56:626',23,-0.130258,0.167971,0.020687,-0.055953,-0.09374,0.823366,0.919965,0.967138,-2.182607,1,?
988,'2021/03/11 22:00:56:657',23,-0.038431,0.017215,0.026859,-0.102584,-0.050075,1.068061,0.941894,0.93985,-2.152031,1,?
989,'2021/03/11 22:00:56:688',23,-0.042014,-0.026342,0.057092,-0.007879,0.143444,1.074599,0.967223,0.911707,-2.113796,1,?
990,'2021/03/11 22:00:56:720',23,-0.021905,-0.11077,0.012381,-0.034234,-0.048675,1.173979,0.99704,0.880423,-2.07313,1,?
